Date,Num,Day,Visitor,League,Game,Home,League,Game,Day/Night,Location,Postponed,Makeup
20250423,0,Wednesday,MIL,NL,25,SFN,NL,25,n,SFO03,,
20250423,0,Wednesday,TEX,AL,24,ATH,AL,24,n,SAC01,,
20250424,0,Thursday,CHA,AL,25,MIN,AL,25,d,MIN04,,
20250424,0,Thursday,SEA,AL,25,BOS,AL,27,d,BOS07,,
20250424,0,Thursday,COL,NL,24,KCA,AL,26,d,KAN06,,
20250424,0,Thursday,MIL,NL,26,SFN,NL,26,d,SFO03,,
20250424,0,Thursday,BAL,AL,25,WAS,NL,25,n,WAS11,,
20250424,0,Thursday,PIT,NL,26,ANA,AL,24,n,ANA01,,
20250424,0,Thursday,TBA,AL,25,ARI,NL,25,n,PHO01,,
20250424,0,Thursday,TEX,AL,25,ATH,AL,25,n,SAC01,,
20250425,0,Friday,PHI,NL,26,CHN,NL,27,d,CHI11,,
20250425,0,Friday,BAL,AL,26,DET,AL,26,n,DET05,,
20250425,0,Friday,NYN,NL,26,WAS,NL,26,n,WAS11,,
20250425,0,Friday,TOR,AL,27,NYA,AL,26,n,NYC21,,
20250425,0,Friday,BOS,AL,28,CLE,AL,25,n,CLE08,,
20250425,0,Friday,HOU,AL,25,KCA,AL,27,n,KAN06,,
20250425,0,Friday,ANA,AL,25,MIN,AL,26,n,MIN04,,
20250425,0,Friday,MIL,NL,27,SLN,NL,26,n,STL10,,
20250425,0,Friday,CIN,NL,26,COL,NL,25,n,DEN02,,
20250425,0,Friday,ATL,NL,26,ARI,NL,26,n,PHO01,,
20250425,0,Friday,TBA,AL,26,SDN,NL,26,n,SAN02,,
20250425,0,Friday,MIA,NL,26,SEA,AL,26,n,SEA03,,
20250425,0,Friday,CHA,AL,26,ATH,AL,26,n,SAC01,,
20250425,0,Friday,PIT,NL,27,LAN,NL,26,n,LOS03,,
20250425,0,Friday,TEX,AL,26,SFN,NL,27,n,SFO03,,
20250426,0,Saturday,TOR,AL,28,NYA,AL,27,d,NYC21,,
20250426,0,Saturday,BAL,AL,27,DET,AL,27,d,DET05,,
20250426,0,Saturday,ANA,AL,26,MIN,AL,27,d,MIN04,,
20250426,0,Saturday,MIL,NL,28,SLN,NL,27,d,STL10,,
20250426,0,Saturday,CIN,NL,27,COL,NL,26,d,DEN02,,
20250426,0,Saturday,CHA,AL,27,ATH,AL,27,d,SAC01,,
20250426,0,Saturday,PHI,NL,27,CHN,NL,28,d,CHI11,,
20250426,0,Saturday,TEX,AL,27,SFN,NL,28,d,SFO03,,
20250426,0,Saturday,NYN,NL,27,WAS,NL,27,d,WAS11,,
20250426,0,Saturday,BOS,AL,29,CLE,AL,26,n,CLE08,,
20250426,0,Saturday,HOU,AL,26,KCA,AL,28,n,KAN06,,
20250426,0,Saturday,ATL,NL,27,ARI,NL,27,d,PHO01,,
20250426,0,Saturday,TBA,AL,27,SDN,NL,27,d,SAN02,,
20250426,0,Saturday,PIT,NL,28,LAN,NL,27,n,LOS03,,
20250426,0,Saturday,MIA,NL,27,SEA,AL,27,n,SEA03,,
20250427,0,Sunday,TOR,AL,29,NYA,AL,28,d,NYC21,,
20250427,0,Sunday,NYN,NL,28,WAS,NL,28,d,WAS11,,
20250427,0,Sunday,BOS,AL,30,CLE,AL,27,d,CLE08,,
20250427,0,Sunday,BAL,AL,28,DET,AL,28,d,DET05,,
20250427,0,Sunday,HOU,AL,27,KCA,AL,29,d,KAN06,,
20250427,0,Sunday,ANA,AL,27,MIN,AL,28,d,MIN04,,
20250427,0,Sunday,MIL,NL,29,SLN,NL,28,d,STL10,,
20250427,0,Sunday,CIN,NL,28,COL,NL,27,d,DEN02,,
20250427,0,Sunday,CHA,AL,28,ATH,AL,28,d,SAC01,,
20250427,0,Sunday,TEX,AL,28,SFN,NL,29,d,SFO03,,
20250427,0,Sunday,ATL,NL,28,ARI,NL,28,d,PHO01,,
20250427,0,Sunday,PIT,NL,29,LAN,NL,28,d,LOS03,,
20250427,0,Sunday,TBA,AL,28,SDN,NL,28,d,SAN02,,
20250427,0,Sunday,MIA,NL,28,SEA,AL,28,d,SEA03,,
20250427,0,Sunday,PHI,NL,28,CHN,NL,29,n,CHI11,,
20250428,0,Monday,NYN,NL,29,WAS,NL,29,d,WAS11,,
20250428,0,Monday,MIN,AL,29,CLE,AL,28,n,CLE08,,
20250428,0,Monday,NYA,AL,29,BAL,AL,29,n,BAL12,,
20250428,0,Monday,SLN,NL,29,CIN,NL,29,n,CIN09,,
20250428,0,Monday,ATH,AL,29,TEX,AL,29,n,ARL03,,
20250428,0,Monday,DET,AL,29,HOU,AL,28,n,HOU03,,
20250428,0,Monday,ATL,NL,29,COL,NL,28,n,DEN02,,
20250428,0,Monday,MIA,NL,29,LAN,NL,29,n,LOS03,,
20250429,0,Tuesday,MIN,AL,30,CLE,AL,29,n,CLE08,,
20250429,0,Tuesday,NYA,AL,30,BAL,AL,30,n,BAL12,,
20250429,0,Tuesday,SLN,NL,30,CIN,NL,30,n,CIN09,,
20250429,0,Tuesday,CHN,NL,30,PIT,NL,30,n,PIT08,,
20250429,0,Tuesday,WAS,NL,30,PHI,NL,29,n,PHI13,,
20250429,0,Tuesday,KCA,AL,30,TBA,AL,29,n,TAM02,,
20250429,0,Tuesday,BOS,AL,31,TOR,AL,30,n,TOR02,,
20250429,0,Tuesday,ARI,NL,29,NYN,NL,30,n,NYC20,,
20250429,0,Tuesday,MIL,NL,30,CHA,AL,29,n,CHI12,,
20250429,0,Tuesday,ATH,AL,30,TEX,AL,30,n,ARL03,,
20250429,0,Tuesday,DET,AL,30,HOU,AL,29,n,HOU03,,
20250429,0,Tuesday,ATL,NL,30,COL,NL,29,n,DEN02,,
20250429,0,Tuesday,SFN,NL,30,SDN,NL,29,n,SAN02,,
20250429,0,Tuesday,ANA,AL,28,SEA,AL,29,n,SEA03,,
20250429,0,Tuesday,MIA,NL,30,LAN,NL,30,n,LOS03,,
20250430,0,Wednesday,DET,AL,31,HOU,AL,30,d,HOU03,,
20250430,0,Wednesday,ATL,NL,31,COL,NL,30,d,DEN02,,
20250430,0,Wednesday,MIA,NL,31,LAN,NL,31,d,LOS03,,
20250430,0,Wednesday,SFN,NL,31,SDN,NL,30,d,SAN02,,
20250430,0,Wednesday,ANA,AL,29,SEA,AL,30,d,SEA03,,
20250430,0,Wednesday,MIN,AL,31,CLE,AL,30,n,CLE08,,
20250430,0,Wednesday,NYA,AL,31,BAL,AL,31,n,BAL12,,
20250430,0,Wednesday,SLN,NL,31,CIN,NL,31,n,CIN09,,
20250430,0,Wednesday,CHN,NL,31,PIT,NL,31,n,PIT08,,
20250430,0,Wednesday,WAS,NL,31,PHI,NL,30,n,PHI13,,
20250430,0,Wednesday,KCA,AL,31,TBA,AL,30,n,TAM02,,
20250430,0,Wednesday,BOS,AL,32,TOR,AL,31,n,TOR02,,
20250430,0,Wednesday,ARI,NL,30,NYN,NL,31,n,NYC20,,
20250430,0,Wednesday,MIL,NL,31,CHA,AL,30,n,CHI12,,
20250430,0,Wednesday,ATH,AL,31,TEX,AL,31,n,ARL03,,
20250501,0,Thursday,CHN,NL,32,PIT,NL,32,d,PIT08,,
20250501,0,Thursday,SLN,NL,32,CIN,NL,32,d,CIN09,,
20250501,0,Thursday,MIN,AL,32,CLE,AL,31,d,CLE08,,
20250501,0,Thursday,ARI,NL,31,NYN,NL,32,d,NYC20,,
20250501,0,Thursday,KCA,AL,32,TBA,AL,31,d,TAM02,,
20250501,0,Thursday,MIL,NL,32,CHA,AL,31,d,CHI12,,
20250501,0,Thursday,ATH,AL,32,TEX,AL,32,d,ARL03,,
20250501,0,Thursday,WAS,NL,32,PHI,NL,31,n,PHI13,,
20250501,0,Thursday,BOS,AL,33,TOR,AL,32,n,TOR02,,
20250501,0,Thursday,DET,AL,32,ANA,AL,30,n,ANA01,,
20250501,0,Thursday,COL,NL,31,SFN,NL,32,n,SFO03,,
20250502,0,Friday,WAS,NL,33,CIN,NL,33,n,CIN09,,
20250502,0,Friday,SDN,NL,31,PIT,NL,33,n,PIT08,,
20250502,0,Friday,ARI,NL,32,PHI,NL,32,n,PHI13,,
20250502,0,Friday,KCA,AL,33,BAL,AL,32,n,BAL12,,
20250502,0,Friday,TBA,AL,32,NYA,AL,32,n,NYC21,,
20250502,0,Friday,CLE,AL,32,TOR,AL,33,n,TOR02,,
20250502,0,Friday,MIN,AL,33,BOS,AL,34,n,BOS07,,
20250502,0,Friday,ATH,AL,33,MIA,NL,32,n,MIA02,,
20250502,0,Friday,LAN,NL,32,ATL,NL,32,n,ATL03,,
20250502,0,Friday,HOU,AL,31,CHA,AL,32,n,CHI12,,
20250502,0,Friday,SEA,AL,31,TEX,AL,33,n,ARL03,,
20250502,0,Friday,CHN,NL,33,MIL,NL,33,n,MIL06,,
20250502,0,Friday,NYN,NL,33,SLN,NL,33,n,STL10,,
20250502,0,Friday,DET,AL,33,ANA,AL,31,n,ANA01,,
20250502,0,Friday,COL,NL,32,SFN,NL,33,n,SFO03,,
20250503,0,Saturday,TBA,AL,33,NYA,AL,33,d,NYC21,,
20250503,0,Saturday,HOU,AL,32,CHA,AL,33,d,CHI12,,
20250503,0,Saturday,NYN,NL,34,SLN,NL,34,d,STL10,,
20250503,0,Saturday,CLE,AL,33,TOR,AL,34,d,TOR02,,
20250503,0,Saturday,SDN,NL,32,PIT,NL,34,d,PIT08,,
20250503,0,Saturday,COL,NL,33,SFN,NL,34,d,SFO03,,
20250503,0,Saturday,MIN,AL,34,BOS,AL,35,d,BOS07,,
20250503,0,Saturday,ATH,AL,34,MIA,NL,33,d,MIA02,,
20250503,0,Saturday,ARI,NL,33,PHI,NL,33,n,PHI13,,
20250503,0,Saturday,WAS,NL,34,CIN,NL,34,n,CIN09,,
20250503,0,Saturday,SEA,AL,32,TEX,AL,34,n,ARL03,,
20250503,0,Saturday,CHN,NL,34,MIL,NL,34,n,MIL06,,
20250503,0,Saturday,LAN,NL,33,ATL,NL,33,n,ATL03,,
20250503,0,Saturday,KCA,AL,34,BAL,AL,33,n,BAL12,,
20250503,0,Saturday,DET,AL,34,ANA,AL,32,n,ANA01,,
20250504,0,Sunday,KCA,AL,35,BAL,AL,34,d,BAL12,,
20250504,0,Sunday,MIN,AL,35,BOS,AL,36,d,BOS07,,
20250504,0,Sunday,TBA,AL,34,NYA,AL,34,d,NYC21,,
20250504,0,Sunday,SDN,NL,33,PIT,NL,35,d,PIT08,,
20250504,0,Sunday,CLE,AL,34,TOR,AL,35,d,TOR02,,
20250504,0,Sunday,ATH,AL,35,MIA,NL,34,d,MIA02,,
20250504,0,Sunday,ARI,NL,34,PHI,NL,34,d,PHI13,,
20250504,0,Sunday,HOU,AL,33,CHA,AL,34,d,CHI12,,
20250504,0,Sunday,CHN,NL,35,MIL,NL,35,d,MIL06,,
20250504,0,Sunday,NYN,NL,35,SLN,NL,35,d,STL10,,
20250504,0,Sunday,SEA,AL,33,TEX,AL,35,d,ARL03,,
20250504,0,Sunday,COL,NL,34,SFN,NL,35,d,SFO03,,
20250504,0,Sunday,DET,AL,35,ANA,AL,33,d,ANA01,,
20250504,0,Sunday,WAS,NL,35,CIN,NL,35,d,CIN09,,
20250504,0,Sunday,LAN,NL,34,ATL,NL,34,n,ATL03,,
20250505,0,Monday,LAN,NL,35,MIA,NL,35,n,MIA02,,
20250505,0,Monday,CLE,AL,35,WAS,NL,36,n,WAS11,,
20250505,0,Monday,SDN,NL,34,NYA,AL,35,n,NYC21,,
20250505,0,Monday,CIN,NL,36,ATL,NL,35,n,ATL03,,
20250505,0,Monday,SFN,NL,36,CHN,NL,36,n,CHI11,,
20250505,0,Monday,CHA,AL,35,KCA,AL,36,n,KAN06,,
20250505,0,Monday,HOU,AL,34,MIL,NL,36,n,MIL06,,
20250505,0,Monday,PIT,NL,36,SLN,NL,36,n,STL10,,
20250505,0,Monday,NYN,NL,36,ARI,NL,35,n,PHO01,,
20250505,0,Monday,SEA,AL,34,ATH,AL,36,n,SAC01,,
20250506,0,Tuesday,LAN,NL,36,MIA,NL,36,n,MIA02,,
20250506,0,Tuesday,TEX,AL,36,BOS,AL,37,n,BOS07,,
20250506,0,Tuesday,CLE,AL,36,WAS,NL,37,n,WAS11,,
20250506,0,Tuesday,SDN,NL,35,NYA,AL,36,n,NYC21,,
20250506,0,Tuesday,PHI,NL,35,TBA,AL,35,n,TAM02,,
20250506,0,Tuesday,CIN,NL,37,ATL,NL,36,n,ATL03,,
20250506,0,Tuesday,SFN,NL,37,CHN,NL,37,n,CHI11,,
20250506,0,Tuesday,CHA,AL,36,KCA,AL,37,n,KAN06,,
20250506,0,Tuesday,HOU,AL,35,MIL,NL,37,n,MIL06,,
20250506,0,Tuesday,BAL,AL,35,MIN,AL,36,n,MIN04,,
20250506,0,Tuesday,PIT,NL,37,SLN,NL,37,n,STL10,,
20250506,0,Tuesday,DET,AL,36,COL,NL,35,n,DEN02,,
20250506,0,Tuesday,TOR,AL,36,ANA,AL,34,n,ANA01,,
20250506,0,Tuesday,NYN,NL,37,ARI,NL,36,n,PHO01,,
20250506,0,Tuesday,SEA,AL,35,ATH,AL,37,n,SAC01,,
20250507,0,Wednesday,CLE,AL,37,WAS,NL,38,d,WAS11,,
20250507,0,Wednesday,HOU,AL,36,MIL,NL,38,d,MIL06,,
20250507,0,Wednesday,PIT,NL,38,SLN,NL,38,d,STL10,,
20250507,0,Wednesday,SFN,NL,38,CHN,NL,38,d,CHI11,,
20250507,0,Wednesday,SEA,AL,36,ATH,AL,38,d,SAC01,,
20250507,0,Wednesday,NYN,NL,38,ARI,NL,37,d,PHO01,,
20250507,0,Wednesday,LAN,NL,37,MIA,NL,37,d,MIA02,,
20250507,0,Wednesday,TEX,AL,37,BOS,AL,38,n,BOS07,,
20250507,0,Wednesday,SDN,NL,36,NYA,AL,37,n,NYC21,,
20250507,0,Wednesday,PHI,NL,36,TBA,AL,36,n,TAM02,,
20250507,0,Wednesday,CIN,NL,38,ATL,NL,37,n,ATL03,,
20250507,0,Wednesday,CHA,AL,37,KCA,AL,38,n,KAN06,,
20250507,0,Wednesday,BAL,AL,36,MIN,AL,37,n,MIN04,,
20250507,0,Wednesday,DET,AL,37,COL,NL,36,n,DEN02,,
20250507,0,Wednesday,TOR,AL,37,ANA,AL,35,n,ANA01,,
20250508,0,Thursday,BAL,AL,37,MIN,AL,38,d,MIN04,,
20250508,0,Thursday,TEX,AL,38,BOS,AL,39,d,BOS07,,
20250508,0,Thursday,CHA,AL,38,KCA,AL,39,d,KAN06,,
20250508,0,Thursday,DET,AL,38,COL,NL,37,d,DEN02,,
20250508,0,Thursday,PHI,NL,37,TBA,AL,37,n,TAM02,,
20250508,0,Thursday,CIN,NL,39,ATL,NL,38,n,ATL03,,
20250508,0,Thursday,TOR,AL,38,ANA,AL,36,n,ANA01,,
20250508,0,Thursday,LAN,NL,38,ARI,NL,38,n,PHO01,,
20250509,0,Friday,TEX,AL,39,DET,AL,39,n,DET05,,
20250509,0,Friday,ATL,NL,39,PIT,NL,39,n,PIT08,,
20250509,0,Friday,SLN,NL,39,WAS,NL,39,n,WAS11,,
20250509,0,Friday,MIL,NL,39,TBA,AL,38,n,TAM02,,
20250509,0,Friday,PHI,NL,38,CLE,AL,38,n,CLE08,,
20250509,0,Friday,CHN,NL,39,NYN,NL,39,n,NYC20,,
20250509,0,Friday,MIA,NL,38,CHA,AL,39,n,CHI12,,
20250509,0,Friday,BOS,AL,40,KCA,AL,40,n,KAN06,,
20250509,0,Friday,CIN,NL,40,HOU,AL,37,n,HOU03,,
20250509,0,Friday,SFN,NL,39,MIN,AL,39,n,MIN04,,
20250509,0,Friday,SDN,NL,37,COL,NL,38,n,DEN02,,
20250509,0,Friday,BAL,AL,38,ANA,AL,37,n,ANA01,,
20250509,0,Friday,LAN,NL,39,ARI,NL,39,n,PHO01,,
20250509,0,Friday,TOR,AL,39,SEA,AL,37,n,SEA03,,
20250509,0,Friday,NYA,AL,38,ATH,AL,39,n,SAC01,,
20250510,0,Saturday,NYA,AL,39,ATH,AL,40,d,SAC01,,
20250510,0,Saturday,ATL,NL,40,PIT,NL,40,d,PIT08,,
20250510,0,Saturday,SLN,NL,40,WAS,NL,40,d,WAS11,,
20250510,0,Saturday,MIL,NL,40,TBA,AL,39,d,TAM02,,
20250510,0,Saturday,PHI,NL,39,CLE,AL,39,n,CLE08,,
20250510,0,Saturday,TEX,AL,40,DET,AL,40,n,DET05,,
20250510,0,Saturday,MIA,NL,39,CHA,AL,40,n,CHI12,,
20250510,0,Saturday,CIN,NL,41,HOU,AL,38,n,HOU03,,
20250510,0,Saturday,BOS,AL,41,KCA,AL,41,n,KAN06,,
20250510,0,Saturday,SFN,NL,40,MIN,AL,40,n,MIN04,,
20250510,0,Saturday,CHN,NL,40,NYN,NL,40,n,NYC20,,
20250510,0,Saturday,LAN,NL,40,ARI,NL,40,d,PHO01,,
20250510,0,Saturday,SDN,NL,38,COL,NL,39,n,DEN02,,
20250510,0,Saturday,BAL,AL,39,ANA,AL,38,n,ANA01,,
20250510,0,Saturday,TOR,AL,40,SEA,AL,38,n,SEA03,,
20250511,0,Sunday,CHN,NL,41,NYN,NL,41,d,NYC20,,
20250511,0,Sunday,ATL,NL,41,PIT,NL,41,d,PIT08,,
20250511,0,Sunday,SLN,NL,41,WAS,NL,41,d,WAS11,,
20250511,0,Sunday,TEX,AL,41,DET,AL,41,d,DET05,,
20250511,0,Sunday,MIL,NL,41,TBA,AL,40,d,TAM02,,
20250511,0,Sunday,MIA,NL,40,CHA,AL,41,d,CHI12,,
20250511,0,Sunday,CIN,NL,42,HOU,AL,39,d,HOU03,,
20250511,0,Sunday,BOS,AL,42,KCA,AL,42,d,KAN06,,
20250511,0,Sunday,SFN,NL,41,MIN,AL,41,d,MIN04,,
20250511,0,Sunday,SDN,NL,39,COL,NL,40,d,DEN02,,
20250511,0,Sunday,NYA,AL,40,ATH,AL,41,d,SAC01,,
20250511,0,Sunday,BAL,AL,40,ANA,AL,39,d,ANA01,,
20250511,0,Sunday,LAN,NL,41,ARI,NL,41,d,PHO01,,
20250511,0,Sunday,TOR,AL,41,SEA,AL,39,d,SEA03,,
20250511,0,Sunday,PHI,NL,40,CLE,AL,40,n,CLE08,,
20250512,0,Monday,MIL,NL,42,CLE,AL,41,n,CLE08,,
20250512,0,Monday,BOS,AL,43,DET,AL,42,n,DET05,,
20250512,0,Monday,SLN,NL,42,PHI,NL,41,n,PHI13,,
20250512,0,Monday,PIT,NL,42,NYN,NL,42,n,NYC20,,
20250512,0,Monday,WAS,NL,42,ATL,NL,42,n,ATL03,,
20250512,0,Monday,MIA,NL,41,CHN,NL,42,n,CHI11,,
20250512,0,Monday,COL,NL,41,TEX,AL,42,n,ARL03,,
20250512,0,Monday,KCA,AL,43,HOU,AL,40,n,HOU03,,
20250512,0,Monday,ANA,AL,40,SDN,NL,40,n,SAN02,,
20250512,0,Monday,NYA,AL,41,SEA,AL,40,n,SEA03,,
20250512,0,Monday,ARI,NL,42,SFN,NL,42,n,SFO03,,
20250513,0,Tuesday,MIL,NL,43,CLE,AL,42,n,CLE08,,
20250513,0,Tuesday,MIN,AL,42,BAL,AL,41,n,BAL12,,
20250513,0,Tuesday,CHA,AL,42,CIN,NL,43,n,CIN09,,
20250513,0,Tuesday,BOS,AL,44,DET,AL,43,n,DET05,,
20250513,0,Tuesday,SLN,NL,43,PHI,NL,42,n,PHI13,,
20250513,0,Tuesday,TBA,AL,41,TOR,AL,42,n,TOR02,,
20250513,0,Tuesday,PIT,NL,43,NYN,NL,43,n,NYC20,,
20250513,0,Tuesday,WAS,NL,43,ATL,NL,43,n,ATL03,,
20250513,0,Tuesday,MIA,NL,42,CHN,NL,43,n,CHI11,,
20250513,0,Tuesday,COL,NL,42,TEX,AL,43,n,ARL03,,
20250513,0,Tuesday,KCA,AL,44,HOU,AL,41,n,HOU03,,
20250513,0,Tuesday,ANA,AL,41,SDN,NL,41,n,SAN02,,
20250513,0,Tuesday,NYA,AL,42,SEA,AL,41,n,SEA03,,
20250513,0,Tuesday,ARI,NL,43,SFN,NL,43,n,SFO03,,
20250513,0,Tuesday,ATH,AL,42,LAN,NL,42,n,LOS03,,
20250514,0,Wednesday,SLN,NL,44,PHI,NL,43,d,PHI13,,
20250514,0,Wednesday,MIL,NL,44,CLE,AL,43,d,CLE08,,
20250514,0,Wednesday,ARI,NL,44,SFN,NL,44,d,SFO03,,
20250514,0,Wednesday,NYA,AL,43,SEA,AL,42,d,SEA03,,
20250514,0,Wednesday,MIN,AL,43,BAL,AL,42,n,BAL12,,
20250514,0,Wednesday,BOS,AL,45,DET,AL,44,n,DET05,,
20250514,0,Wednesday,TBA,AL,42,TOR,AL,43,n,TOR02,,
20250514,0,Wednesday,PIT,NL,44,NYN,NL,44,n,NYC20,,
20250514,0,Wednesday,CHA,AL,43,CIN,NL,44,n,CIN09,,
20250514,0,Wednesday,WAS,NL,44,ATL,NL,44,n,ATL03,,
20250514,0,Wednesday,MIA,NL,43,CHN,NL,44,n,CHI11,,
20250514,0,Wednesday,COL,NL,43,TEX,AL,44,n,ARL03,,
20250514,0,Wednesday,KCA,AL,45,HOU,AL,42,n,HOU03,,
20250514,0,Wednesday,ANA,AL,42,SDN,NL,42,n,SAN02,,
20250514,0,Wednesday,ATH,AL,43,LAN,NL,43,n,LOS03,,
20250515,0,Thursday,WAS,NL,45,ATL,NL,45,d,ATL03,,
20250515,0,Thursday,MIN,AL,44,BAL,AL,43,d,BAL12,,
20250515,0,Thursday,CHA,AL,44,CIN,NL,45,d,CIN09,,
20250515,0,Thursday,TBA,AL,43,TOR,AL,44,d,TOR02,,
20250515,0,Thursday,HOU,AL,43,TEX,AL,45,n,ARL03,,
20250515,0,Thursday,ATH,AL,44,LAN,NL,44,n,LOS03,,
20250516,0,Friday,CHA,AL,45,CHN,NL,45,d,CHI11,,
20250516,0,Friday,CLE,AL,44,CIN,NL,46,n,CIN09,,
20250516,0,Friday,PIT,NL,45,PHI,NL,44,n,PHI13,,
20250516,0,Friday,WAS,NL,46,BAL,AL,44,n,BAL12,,
20250516,0,Friday,NYN,NL,45,NYA,AL,44,n,NYC21,,
20250516,0,Friday,DET,AL,45,TOR,AL,45,n,TOR02,,
20250516,0,Friday,ATL,NL,46,BOS,AL,46,n,BOS07,,
20250516,0,Friday,TBA,AL,44,MIA,NL,44,n,MIA02,,
20250516,0,Friday,SLN,NL,45,KCA,AL,46,n,KAN06,,
20250516,0,Friday,HOU,AL,44,TEX,AL,46,n,ARL03,,
20250516,0,Friday,MIN,AL,45,MIL,NL,45,n,MIL06,,
20250516,0,Friday,COL,NL,44,ARI,NL,45,n,PHO01,,
20250516,0,Friday,SEA,AL,43,SDN,NL,43,n,SAN02,,
20250516,0,Friday,ANA,AL,43,LAN,NL,45,n,LOS03,,
20250516,0,Friday,ATH,AL,45,SFN,NL,45,n,SFO03,,
20250517,0,Saturday,NYN,NL,46,NYA,AL,45,d,NYC21,,
20250517,0,Saturday,CHA,AL,46,CHN,NL,46,d,CHI11,,
20250517,0,Saturday,DET,AL,46,TOR,AL,46,d,TOR02,,
20250517,0,Saturday,WAS,NL,47,BAL,AL,45,d,BAL12,,
20250517,0,Saturday,TBA,AL,45,MIA,NL,45,d,MIA02,,
20250517,0,Saturday,PIT,NL,46,PHI,NL,45,n,PHI13,,
20250517,0,Saturday,CLE,AL,45,CIN,NL,47,n,CIN09,,
20250517,0,Saturday,HOU,AL,45,TEX,AL,47,n,ARL03,,
20250517,0,Saturday,SLN,NL,46,KCA,AL,47,n,KAN06,,
20250517,0,Saturday,ATL,NL,47,BOS,AL,47,n,BOS07,,
20250517,0,Saturday,MIN,AL,46,MIL,NL,46,n,MIL06,,
20250517,0,Saturday,COL,NL,45,ARI,NL,46,d,PHO01,,
20250517,0,Saturday,SEA,AL,44,SDN,NL,44,d,SAN02,,
20250517,0,Saturday,ATH,AL,46,SFN,NL,46,n,SFO03,,
20250517,0,Saturday,ANA,AL,44,LAN,NL,46,n,LOS03,,
20250518,0,Sunday,HOU,AL,46,TEX,AL,48,d,ARL03,,
20250518,0,Sunday,WAS,NL,48,BAL,AL,46,d,BAL12,,
20250518,0,Sunday,ATL,NL,48,BOS,AL,48,d,BOS07,,
20250518,0,Sunday,PIT,NL,47,PHI,NL,46,d,PHI13,,
20250518,0,Sunday,DET,AL,47,TOR,AL,47,d,TOR02,,
20250518,0,Sunday,CLE,AL,46,CIN,NL,48,d,CIN09,,
20250518,0,Sunday,TBA,AL,46,MIA,NL,46,d,MIA02,,
20250518,0,Sunday,SLN,NL,47,KCA,AL,48,d,KAN06,,
20250518,0,Sunday,MIN,AL,47,MIL,NL,47,d,MIL06,,
20250518,0,Sunday,CHA,AL,47,CHN,NL,47,d,CHI11,,
20250518,0,Sunday,ATH,AL,47,SFN,NL,47,d,SFO03,,
20250518,0,Sunday,COL,NL,46,ARI,NL,47,d,PHO01,,
20250518,0,Sunday,ANA,AL,45,LAN,NL,47,d,LOS03,,
20250518,0,Sunday,SEA,AL,45,SDN,NL,45,d,SAN02,,
20250518,0,Sunday,NYN,NL,47,NYA,AL,46,n,NYC21,,
20250519,0,Monday,CHN,NL,48,MIA,NL,47,n,MIA02,,
20250519,0,Monday,CIN,NL,49,PIT,NL,48,n,PIT08,,
20250519,0,Monday,NYN,NL,48,BOS,AL,49,n,BOS07,,
20250519,0,Monday,HOU,AL,47,TBA,AL,47,n,TAM02,,
20250519,0,Monday,SEA,AL,46,CHA,AL,48,n,CHI12,,
20250519,0,Monday,BAL,AL,47,MIL,NL,48,n,MIL06,,
20250519,0,Monday,CLE,AL,47,MIN,AL,48,n,MIN04,,
20250519,0,Monday,DET,AL,48,SLN,NL,48,n,STL10,,
20250519,0,Monday,PHI,NL,47,COL,NL,47,n,DEN02,,
20250519,0,Monday,KCA,AL,49,SFN,NL,48,n,SFO03,,
20250519,0,Monday,ANA,AL,46,ATH,AL,48,n,SAC01,,
20250519,0,Monday,ARI,NL,48,LAN,NL,48,n,LOS03,,
20250520,0,Tuesday,CHN,NL,49,MIA,NL,48,n,MIA02,,
20250520,0,Tuesday,CIN,NL,50,PIT,NL,49,n,PIT08,,
20250520,0,Tuesday,NYN,NL,49,BOS,AL,50,n,BOS07,,
20250520,0,Tuesday,ATL,NL,49,WAS,NL,49,n,WAS11,,
20250520,0,Tuesday,TEX,AL,49,NYA,AL,47,n,NYC21,,
20250520,0,Tuesday,HOU,AL,48,TBA,AL,48,n,TAM02,,
20250520,0,Tuesday,SDN,NL,46,TOR,AL,48,n,TOR02,,
20250520,0,Tuesday,SEA,AL,47,CHA,AL,49,n,CHI12,,
20250520,0,Tuesday,BAL,AL,48,MIL,NL,49,n,MIL06,,
20250520,0,Tuesday,CLE,AL,48,MIN,AL,49,n,MIN04,,
20250520,0,Tuesday,DET,AL,49,SLN,NL,49,n,STL10,,
20250520,0,Tuesday,PHI,NL,48,COL,NL,48,n,DEN02,,
20250520,0,Tuesday,KCA,AL,50,SFN,NL,49,n,SFO03,,
20250520,0,Tuesday,ANA,AL,47,ATH,AL,49,n,SAC01,,
20250520,0,Tuesday,ARI,NL,49,LAN,NL,49,n,LOS03,,
20250521,0,Wednesday,CIN,NL,51,PIT,NL,50,d,PIT08,,
20250521,0,Wednesday,CHN,NL,50,MIA,NL,49,d,MIA02,,
20250521,0,Wednesday,BAL,AL,49,MIL,NL,50,d,MIL06,,
20250521,0,Wednesday,CLE,AL,49,MIN,AL,50,d,MIN04,,
20250521,0,Wednesday,HOU,AL,49,TBA,AL,49,d,TAM02,,
20250521,0,Wednesday,DET,AL,50,SLN,NL,50,d,STL10,,
20250521,0,Wednesday,SEA,AL,48,CHA,AL,50,d,CHI12,,
